num_facture,date_facture,vendeur_nom,vendeur_adresse,vendeur_id_fiscal,iban,client_nom,client_adresse,client_id_fiscal,tva,sous_total,taxe,total,path_picture
91445086,11/04/2019,Wade-Johnson,"447 Allison Roads Suite 149 Michaelborough, WA 76299",921-88-8199,GB26WQKM14989983341952,Randolph LLC,"037 Tracy Loaf Suite 647 South Wendy, OK 79111",929-88-1421,10%,"164,43","16,44","180,87",batch_1/invoice_89_color_B_241.pdf0.jpg
63959029,09/29/2020,Tapia-Cline,"683 Williams Pike Apt. 528 Maddoxberg, AZ 15252",963-95-3970,GB27XHTH60562376011688,Arroyo-Cobb,"2954 Potter Spur Lake Natalie, ME 80450",998-95-7491,10%,"43273,37","4327,34","47600,71",batch_1/invoice_589.pdf0.jpg
13865937,10/05/2014,White and Sons,"50566 Johnson Pass Apt. 654 Gabrielside, PA 65166",968-74-3453,GB47CQIL18836858037017,Butler LLC,Unit 5502 Box 9807 DPO AP 91576,980-78-0305,10%,"326,60","32,66","359,26",batch_1/invoice_919.pdf0.jpg
19852419,12/11/2020,Marsh-Baker,"65449 Marshall Island Shawnborough, DE 70972",951-86-9945,GB12CWNC99131926790721,Sanders and Sons,"95913 Kerr Bypass Apt. 003 Cookton, DC 28347",939-90-8634,10%,"2854,50","285,45","3139,95",batch_1/invoice_320.pdf0.jpg
94885760,08/22/2012,"Crawford, Acosta and Solomon","65675 Watkins Springs Dudleyport, GA 24388",995-99-2920,GB36ENEJ21422561399911,Chen-Ortega,"451 Christine Branch Suite 192 Lisahaven, NY 75573",974-99-3914,10%,"54,95","5,50","60,45",batch_1/invoice_146.pdf0.jpg
90446683,02/11/2016,Chang-Cooper,"452 Miller Plains Apt. 418 Barrettside, UT 97139",911-96-2770,GB19LAZW37358375097586,Peterson-Long,"92441 Kimberly Curve East Mathew, OH 84858",911-96-7248,10%,"196,97","19,70","216,67",batch_1/invoice_147.pdf0.jpg
67113656,09/07/2015,Henson-Cross,"447 Mary Stream Suite 379 North Morgan, NH 41083",905-78-6417,GB44NU0R48401692106635,"Murray, Mckinney and Hayes","50944 Klein Glens Port Angela, RI 09065",981-78-3375,10%,"4166,92","416,69","4583,61",batch_1/invoice_321.pdf0.jpg
54569960,12/06/2020,Copeland-Hudson,"29285 Montgomery Hills Suite 745 New Susan, WY 54431",983-91-5966,GB44RLKX50801437811075,"Jones, Butler and Olson",Unit 9503 Box 4557 DPO AE 74687,971-98-9041,10%,"293,74","29,37","323,11",batch_1/invoice_261.pdf0.jpg
53551787,08/12/2019,"Moore, Holland and Smith","46279 Zimmerman Spring Port Heatherville, PA 86580",916-78-1646,GB19VTIT10977146092856,Schneider Inc,"114 Davidson Plaza Donnabury, OH 20190",945-88-6074,10%,"521,46","52,15","573,61",batch_1/invoice_45_color_B_249.pdf0.jpg
76330023,05/04/2018,Baker-Jackson,"656 Erica Hills Port Danielleborough, NV 55762",950-81-6113,GBO7LTFN50234175514194,Obrien Ltd,"246 Huff Forest Freemantown, NC 87868",967-73-1985,10%,"2554,78","255,48","2810,26",batch_1/invoice_260.pdf0.jpg
45302561,11/25/2015,Wright-Hall,"3641 Sawyer Ridge Suite 572 Roberttown, MN 62250",953-90-8379,GB51GQGK03722855880684,Finley PLC,"71106 Jessica Rapid Suite 235 New Margaretburgh, NE 02077",950-70-5811,10%,"124867,29","12486,73","137354,02",batch_1/invoice_859.pdf0.jpg
84652373,02/23/2021,Nguyen-Roach,"247 David Highway Lake John, WV 84178",991-72-5826,GB91IYX005542456978150,Clark-Foster,"77477 Troy Cliff Apt. 853 Washingtonbury, MS 78346",937-70-8530,10%,"211,77","21,18","232,95",batch_1/invoice_858.pdf0.jpg
99749241,05/07/2017,Wilkinson Group,"5095 Sarah Forges Danielmouth, VT 09238",949-90-6034,GB37YVFJ12278372810464,Brooks Ltd,"91650 Kevin Groves South Corey, IA 79531",950-88-5012,10%,"32451,84","3245,18","35697,02",batch_1/invoice_324_color_B_247.pdf0.jpg
71887110,02/07/2013,"Baker, Mitchell and Cooper","2898 Gomez View Apt. 651 Haleyburgh, WA 26976",981-85-8166,GB31YVZX13946442808285,Adams Group,"310 Jennifer Square Suite 250 Georgefurt, VT 99715",958-95-8779,10%,"2359,99","236,00","2595,99",batch_1/invoice_255_color_B_249.pdf0.jpg
15523094,04/06/2018,"Garcia, Anderson and Short","159 Arroyo Cliff Suite 298 Mitchellview, DC 12397",970-82-3989,GB18CPXJ86841653225203,"Ryan, Velasquez and Dunn","1480 Lori Fords Amandafurt, MO 48585",954-86-0059,10%,"1787,92","178,79","1966,71",batch_1/invoice_339_color_B_250.pdf0.jpg
55043266,03/15/2012,Barnes Inc,"483 Sherman Course Suite 973 Hutchinsonside, MT 30158",976-96-9196,GB36UQPH09586322205377,"Smith, Payne and Vargas","783 Reyes Drive Suite 582 New Vanessa, OH 50612",982-76-3791,10%,"614,96","61,50","676,46",batch_1/invoice_104_color_B_241.pdf0.jpg
40949664,05/12/2020,"Smith, Johnson and Moore","701 Timothy Rapids Suite 816 Lake Andres, KY 81497",990-74-2646,GB78APAP25463699014706,Taylor PLC,Unit 8528 Box 8676 DPO AE 62685,998-75-7020,10%,"382,95","38,30","421,25",batch_1/invoice_75.pdf0.jpg
19507687,09/19/2018,Houston-Brooks,"8094 Steele Crescent North William, HI 74843",925-75-9384,GB36ZVLV37666096873415,"Moore, Hill and Ford","811 Tony Coves Suite 199 North David, AZ 46790",968-92-5785,10%,"55626,97","5562,70","61189,67",batch_1/invoice_735.pdf0.jpg
62472177,11/27/2018,Crosby-Cox,"39575 Ramirez Ways Paulshire, NC 88477",978-91-6731,GB50RVYB58447319764184,Anderson-Scott,"4800 Julie Port Carsonstad, GA 97569",938-73-6778,10%,"74098,40","7409,84","81508,24",batch_1/invoice_553.pdf0.jpg
49416245,11/08/2015,Grant Inc,"2941 Rachel Mill Suite 264 Nicoletown, NV 65935",981-74-8672,GB80DKDE30435328433412,"Marsh, Harris and Ortiz","6103 Autumn Forges South Bruce, SC 29993",965-84-6891,10%,"129,99","13,00","142,99",batch_1/invoice_74.pdf0.jpg
85930211,08/02/2012,"Torres, Martin and Robinson","PSC 0061, Box 8260 APO AA 89747",945-96-7535,GB45LJRK40212413595743,Jackson Group,"683 Adriana Station Alexandertown, TN 95870",945-97-1860,10%,"21852,98","2185,30","24038,28",batch_1/invoice_552.pdf0.jpg
23385207,06/23/2012,Peterson LLC,"714 Michael Ports Garciafurt, IN 00967",909-90-0060,GB39WWRS51480809220033,"Williams, Yang and Jackson","8088 Fowler Port East Carltown, WV 38653",926-74-8186,10%,"240,00","24,00","264,00",batch_1/invoice_734.pdf0.jpg
56987614,07/03/2019,"Campbell, Hernandez and Blankenship","868 Pearson Island Meyersshire, WV 18320",974-92-3422,GB86DNMD18510732425009,Wright-Lee,Unit 0107 Box 4940 DPO AP 72679,945-94-5973,10%,"269,11","26,91","296,02",batch_1/invoice_446_color_B_248.pdf0.jpg
90068152,08/11/2018,Rice Group,"2609 Aaron Cape Apt. 782 Lake Patrickland, NV 35005",966-87-6436,GB69WUQK74134874629432,Clark-Lopez,"3044 Gaines Fort West Tara, NV 41596",960-81-9647,10%,"524,83","52,48","577,31",batch_1/invoice_292_color_B_250.pdf0.jpg
59506052,12/24/2018,Chang-Cruz,Unit 8647 Box 4536 DPO AP 76863,956-81-7276,GB73TJHX01221229411854,Christian-Gardner,"400 Mitchell Meadow Suite 160 Port Cassandraborough, CO 59008",987-99-2947,10%,"5339,91","533,99","5873,90",batch_1/invoice_369.pdf0.jpg
65051504,07/15/2014,Wu-Brock,"1181 Thomas Village Apt. 548 Lake Jeremystad, DE 08494",976-97-2021,GB31RIIW09731114554080,"Rodriguez, Myers and Robinson","833 Thompson Flats North Brandymouth, TX 44204",945-88-6268,10%,"7680,80","768,08","8448,88",batch_1/invoice_368.pdf0.jpg
93910733,01/18/2018,Smith-Ramirez,USS Harvey FPO AP 29838,943-86-6071,GBO4EFDT09771611288496,"Reid, Ryan and Butler","PSC 0572, Box 4796 APO AE 87422",976-78-1087,10%,"4221,04","422,10","4643,14",batch_1/invoice_951.pdf0.jpg
93662534,01/11/2014,Jacobs PLC,"275 Gallegos Hills Morenoberg, WV 06943",970-91-3395,GB14HVMV95136073185420,Bush and Sons,"27488 Adams Station Lake Brenda, OH 51460",914-84-1864,10%,"355,99","35,60","391,59",batch_1/invoice_387_color_B_248.pdf0.jpg
65545038,06/21/2018,Reyes Ltd,"573 Harvey Port Apt. 261 South Shawnbury, SD 81249",920-95-0543,GB56FNJX05537424088033,Roberts-Kelly,"64158 Sanchez Port Suite 042 North Kenneth, CT 99449",991-83-3978,10%,"382,17","38,22","420,39",batch_1/invoice_950.pdf0.jpg
25939833,03/28/2014,Rodgers LLC,"058 Michael Flats Suite 965 South Melissaberg, NE 58810",938-76-6133,GBO2QFNS83428109869847,Peterson Ltd,"PSC 3213, Box 1506 APO AA 32611",958-96-6970,10%,"3576,11","357,61","3933,72",batch_1/invoice_205_color_B_246.pdf0.jpg
70710512,08/05/2013,"Alvarado, Stokes and Oliver","86023 Lee Ferry Apt. 876 Andersonmouth, LA 88736",917-81-7913,GB28TRTH90859067641033,"Smith, Hernandez and Trujillo","5708 Turner Fields Jonesport, MT 38202",987-81-5356,10%,"255,20","25,52","280,72",batch_1/invoice_71_color_B_251.pdf0.jpg
77596491,01/31/2021,"Tran, Hurst and Rodgers",Unit 2493 Box 1389 DPO AP 75814,988-83-0971,GBO4ZWCK22425880230961,Stephenson Inc,"716 Wright Flat Apt. 385 South Carrie, GA 17790",926-85-5660,10%,"22,68","2,27","24,95",batch_1/invoice_3_color_B_242.pdf0.jpg
41389063,03/17/2021,"Carpenter, Robinson and Jackson","7554 Acevedo Expressway Apt. 124 Shawnfort, KY 01851",940-95-2437,GB47PCJH31839415874046,"Davis, Li and Coleman","07244 Henry View Thompsonchester, WA 44629",905-83-5704,10%,"14,67","1,47","16,14",batch_1/invoice_216.pdf0.jpg
27139567,07/14/2017,"Vargas, Miller and Miller","0714 Michele Springs Mendozabury, HI 51398",944-92-8947,GB35PSXP39372964652593,"Morris, Gentry and Nguyen","8616 Flores Vista Markstad, PA 32021",911-97-8391,10%,"44106,94","4410,69","48517,63",batch_1/invoice_217.pdf0.jpg
56731210,10/25/2011,"Crawford, Moore and Romero","2552 Walker Parkways Suite 579 Port Amber, MI 64019",977-92-2695,GBO2GHDQ94579401526593,Andrade and Sons,"62026 West Square Suite 115 North Nicole, DE 20239",912-85-8313,10%,"604,94","60,49","665,43",batch_1/invoice_343_color_B_243.pdf0.jpg
47037480,09/03/2012,Fernandez-Evans,"374 Mora Parks Lake Debrachester, TX 96528",986-83-9815,GB19MABV20261310111262,Ruiz-Cowan,"8737 Guzman Flat Suite 825 East John, ME 21474",947-90-1471,10%,"7837,98","783,80","8621,78",batch_1/invoice_524.pdf0.jpg
41887329,11/26/2020,Lee Inc,"6105 Sutton Island Apt. 904 Lisastad, NH 90114",952-96-9876,GB18VIOT32054977817768,Olsen Ltd,USCGC Mann FPO AA 99322,932-73-0621,10%,"17349,93","1734,99","19084,92",batch_1/invoice_742.pdf0.jpg
74583312,05/05/2015,Williams Ltd,"279 Amy Summit Adamsmouth, DE 72239",964-85-1307,GB61SSSY29384725593585,Gross PLC,"2416 Walker Point Apt. 891 Peggyborough, ID 81152",963-76-2257,10%,"634,36","63,44","697,80",batch_1/invoice_743.pdf0.jpg
13891625,10/14/2017,Marshall-Mullins,"7958 Jack Parkway Suite 399 East Kaitlyn, MD 40443",961-96-0907,GB14NBQZ25666553689315,"Chang, Moore and Faulkner","9736 Warren Landing Suite 496 Port Jacob, NM 04357",940-72-5586,10%,"7034,27","703,43","7737,70",batch_1/invoice_525.pdf0.jpg
79434652,06/22/2013,Ware Group,"879 Jones Haven Apt. 398 Port Gloria, TN 84764",905-94-4458,GBO5FZSB29082242149094,Keller Inc,"801 Yolanda Gardens Apt. 613 New lanside, WV 53879",964-74-0577,10%,"210,11","21,01","231,12",batch_1/invoice_178.pdf0.jpg
15665127,11/03/2020,Greene Ltd,USCGC Lane FPO AP 22594,928-81-0532,GB59TOAH68983697464363,"Cruz, Martinez and Jones","406 Baker Street Wendyshire, WI 08892",929-70-8255,10%,"2132,51","213,25","2345,76",batch_1/invoice_179.pdf0.jpg
27484701,11/16/2017,"Stevens, Wright and Wright","806 Taylor Circle Suite 942 North Kennethstad, AZ 59088",950-70-6656,GB72ZCCA11270035116831,Galloway PLC,"06505 Mccarty Court New Angela, NJ 84963",950-88-1688,10%,"5654,84","565,48","6220,32",batch_1/invoice_173_color_B_251.pdf0.jpg
46964541,11/07/2011,Berry-Hernandez,"1261 House Grove West Juliastad, NM 33044",906-87-1050,GB52GEEM17057064270366,Young-Kim,"967 Lin Roads South Vickiport, VT 06438",932-98-0843,10%,"2554,95","255,50","2810,45",batch_1/invoice_926.pdf0.jpg
75131164,06/13/2020,Gregory-Ramos,"502 Meyer Walks Yvonneview, MT 71309",957-82-4595,GBO3LVKW17857209823330,"Barrera, Merritt and Rodriguez","93644 Sloan Square Catherineland, IN 92515",910-72-2600,10%,"628,24","62,82","691,06",batch_1/invoice_442_color_B_252.pdf0.jpg
70722751,11/29/2018,Hall Ltd,"0800 Patrick Fords North Teresa, CT 21747",939-71-7673,GB15VQPV70134416034009,Love Inc,"22663 Lara Union West Laura, MT 44797",957-87-2233,10%,"53,93","5,39","59,32",batch_1/invoice_360_color_B_247.pdf0.jpg
95076029,11/20/2011,"Wallace, Webb and Lucas",Unit 0077 Box 3864 DPO AP 70449,937-78-4543,GB66JBMG14825780092382,Smith-Cabrera,"24941 Perry Shores Kevintown, WY 71069",918-91-8490,10%,"227,24","22,72","249,96",batch_1/invoice_90.pdf0.jpg
25796631,07/03/2013,"Mercado, Fields and Lewis","9401 Howell Oval Suite 613 Cherylfort, MT 85862",951-79-9680,GB17LZRR52733700951927,Rogers-Jones,"5932 Vasquez Heights Millermouth, WY 59691",904-79-7152,10%,"234,50","23,45","257,95",batch_1/invoice_228_color_B_253.pdf0.jpg
62962397,11/05/2018,Summers-Hall,"92756 Burnett Stravenue Phillipsville, SC 08389",967-77-5280,GB91QN0Q58484580654871,"Watts, Soto and Potter","85518 Kyle Burg Suite 473 Morganborough, ID 91027",956-81-4111,10%,"220,77","22,08","242,85",batch_1/invoice_927.pdf0.jpg
43813549,08/07/2018,Brown-Harris,"37783 Flores Corner East Andrew, OH 22089",913-91-9282,GB39SASL91799987560348,Navarro-Webb,"639 Heather Green Taylormouth, WY 22765",911-74-2492,10%,"165,66","16,57","182,23",batch_1/invoice_91.pdf0.jpg
81296657,09/14/2018,Schmidt-Fitzgerald,"866 Nicholas Cliff Apt. 842 Robertfurt, IN 29490",986-79-2527,GB98HXBC09528194943886,Gordon-James,"85816 Barnes Prairie Apt. 101 Port Matthew, MS 47751",905-99-8467,10%,"1059,91","105,99","1165,90",batch_1/invoice_284.pdf0.jpg
89098949,11/18/2018,Mason-Cross,"0258 Katie Terrace Lake Joseph, DC 99273",916-96-8787,GB21BNCC20926036398760,Short-Gonzalez,"378 Elijah Divide North Sharon, NM 63947",956-72-7845,10%,"24331,53","2433,15","26764,68",batch_1/invoice_285.pdf0.jpg
72120624,06/02/2011,Ferguson-Graham,"5908 Matthews Mountain Sotostad, ID 66878",957-81-4783,GB65FOQP67430087783490,Alexander-Roberts,"24160 Ortiz Mission South Rebekah, KS 24447",933-99-0088,10%,"24,95","2,50","27,45",batch_1/invoice_69_color_B_247.pdf0.jpg
19579298,02/02/2018,Merritt-Gallagher,"857 Nathan Haven East Levi, OR 94579",964-80-8302,GB68NMGD05138845805366,Andrews-Rivera,"2286 Crane Street Clarkburgh, MI 68456",995-86-0356,10%,"21808,05","2180,81","23988,86",batch_1/invoice_691.pdf0.jpg
79036267,09/16/2016,"Anderson, Gentry and Williams","1469 Theresa Grove Garzaberg, NY 16415",940-81-6212,GBO6EYSH87132118408113,Bradley-Daniel,"26018 Erica Mission Suite 050 New Scottborough, NY 56048",903-76-2071,10%,"1069,65","106,97","1176,62",batch_1/invoice_867.pdf0.jpg
53695084,10/25/2015,"Diaz, Warren and Carter","36206 Beth Circles Suite 449 Kimport, OK 07575",907-96-2126,GB23EWWJ02101517027257,"Black, Smith and Bass",USNS Ward FPO AA 23190,950-83-8341,10%,"1829,55","182,96","2012,51",batch_1/invoice_106_color_B_249.pdf0.jpg
16925671,07/14/2012,Patterson-Carrillo,"69132 Mcintosh Prairie Apt. 583 Wongburgh, RI 99593",985-87-3922,GB59CQOI77796045774846,"Robertson, Morton and Levine","521 Ronnie Trace New Katelyn, ID 85564",927-87-1216,10%,"171,72","17,17","188,89",batch_1/invoice_257_color_B_240.pdf0.jpg
22758345,12/21/2015,"Hensley, Harrison and Miller","9983 Gonzalez Shoal Suite 223 Jeffreyberg, ND 71223",941-70-5402,GB36KYWK10385657483744,Peters LLC,"27910 Lindsey Inlet Port Martinside, NM 22708",942-74-5002,10%,"2449,21","244,92","2694,13",batch_1/invoice_866.pdf0.jpg
33965841,11/27/2017,Moore-Kelly,"3838 Kevin Cliffs Apt. 568 Lake Williammouth, NY 06726",966-97-4567,GBO9LHJK31212828294340,"Hanson, Mathews and Brown","78379 Mary Springs New William, MS 90713",922-83-1798,10%,"207,36","20,74","228,10",batch_1/invoice_690.pdf0.jpg
65923175,12/13/2019,Hurst-Humphrey,"400 Gregory Inlet East James, MA 33465",920-84-8348,GB43YRYE70107285125489,Huber-Johnson,"91400 Ronald Freeway Timothyberg, RI 30299",905-77-6795,10%,"810,00","81,00","891,00",batch_1/invoice_229_color_B_249.pdf0.jpg
46920651,11/15/2015,Powell Ltd,"008 Gallagher Unions South Brettton, FL 39360",903-73-3000,GB71AYTX61593300702772,"Clark, Brown and Jones","252 Courtney Motorway North Laurie, DC 43805",947-82-8284,10%,"386,60","38,66","425,26",batch_1/invoice_603.pdf0.jpg
58379529,05/31/2011,"Dalton, Chambers and Howard","970 Robert Via Apt. 832 Daviston, UT 17011",944-77-4530,GBO3KMWL18203008008726,Tanner Inc,"86727 Henderson Summit Suite 008 Port Davidland, ME 56702",913-94-1721,10%,"2667,91","266,79","2934,70",batch_1/invoice_465.pdf0.jpg
32830026,12/20/2014,"George, Casey and Harris","0943 Justin Branch Apt. 233 Ingramberg, DE 59102",907-77-8965,GB810UZN44807763808287,"Stewart, Fields and Scott","07095 Robert Cape Marquezburgh, DC 81706",995-83-6792,10%,"1036,58","103,66","1140,24",batch_1/invoice_464.pdf0.jpg
41888239,08/11/2018,Snyder-Singleton,"00711 Lisa Walk Suite 525 Jonesfurt, RI 73831",977-95-1354,GB31IDIC80119873375691,Stewart PLC,"19905 Michael Drive Apt. 892 Rushberg, KY 36515",925-76-5239,10%,"5994,67","599,47","6594,14",batch_1/invoice_602.pdf0.jpg
94215570,11/05/2017,Henry Inc,"46769 James Grove Apt. 769 Lauraton, OR 80222",951-77-3930,GB74VIGS00454458523860,"Cole, Lee and Long","PSC 5057, Box 8574 APO AP 08956",970-87-1723,10%,"9,98","1,00","10,98",batch_1/invoice_799.pdf0.jpg
17811597,07/24/2013,Jensen PLC,"565 Kelly Freeway Apt. 583 East Rachelburgh, KS 55286",966-81-7400,GB75RJCO26246800396107,Cox-Moore,"9085 Ashley Ford Suite 319 South Sydney, SD 05269",926-83-4037,10%,"3414,94","341,49","3756,43",batch_1/invoice_798.pdf0.jpg
33137636,07/20/2015,Mckenzie PLC,"PSC 9675, Box 3115 APO AP 66862",989-72-9794,GBO5ZUCN48071007458396,Schultz PLC,"PSC 8737, Box 8683 APO AE 12600",993-86-5833,10%,"195,48","19,55","215,03",batch_1/invoice_131.pdf0.jpg
92321765,11/19/2016,Clark-Osborn,"354 Craig Greens Suite 702 Lake Christina, ME 13643",933-75-0626,GB30QQTB68233098914400,Perry and Sons,"5948 Diana Islands Nicolemouth, IN 49736",959-78-3668,10%,"717,45","71,75","789,20",batch_1/invoice_357.pdf0.jpg
56400315,04/23/2018,"Butler, Tucker and Hernandez","49922 Bradley River Apt. 505 West Laurenstad, NC 93745",934-95-8745,GB41ZNUG68881267679795,"Bailey, Dodson and Campbell","4707 Thomas Summit Apt. 185 New James, TX 03470",941-76-2502,10%,"414,25","41,43","455,68",batch_1/invoice_356.pdf0.jpg
13194726,05/29/2021,Hopkins and Sons,"62283 Flores Tunnel North Luis, IA 69983",952-73-7223,GB31LZXS20242755934691,Sims PLC,USS Kramer FPO AA 81651,995-88-9495,10%,"581,93","58,19","640,12",batch_1/invoice_130.pdf0.jpg
13304079,11/12/2011,"Robles, Murray and Phillips","7191 John Center New Angelaberg, SD 34665",946-99-7700,GBO9PYHX39501704358424,Carter-Hill,"23760 Hopkins Light Apt. 237 New Matthewhaven, SD 91587",947-83-1255,10%,"2000,00","200,00","2200,00",batch_1/invoice_300_color_B_246.pdf0.jpg
83087418,08/21/2019,"Perez, Hurst and Martinez","011 Emily Harbor Sweeneyshire, NJ 36988",908-73-4594,GB400JQJ52912349948544,"Kemp, Barber and Hanson","673 Jones Bridge Suite 081 Sotoberg, CT 94741",955-95-1576,10%,"44015,12","4401,51","48416,63",batch_1/invoice_190.pdf0.jpg
35034639,03/12/2015,"Jones, Bryant and Ball","217 Sandra Freeway Apt. 085 Camachoton, WI 89216",967-92-2852,GBO2DQWG73676213869437,Jenkins Inc,"71278 Kenneth Lock Apt. 457 Marcustown, MN 28696",937-97-7947,10%,"99,95","9,99","109,94",batch_1/invoice_184_color_B_247.pdf0.jpg
66172709,02/27/2015,Adams Inc,"904 Colon Islands Suite 476 South Tammy, MA 60401",902-92-2693,GB15VNEG72785468480140,Ferguson Inc,"22521 Alyssa Villages West Samuel, AZ 04401",923-75-3000,10%,"65688,82","6568,88","72257,70",batch_1/invoice_202_color_B_242.pdf0.jpg
82869381,09/16/2016,King-Lawrence,"53569 Angelica Island Apt. 529 Margaretton, WA 58752",979-79-5668,GB24EIHI61175775509020,James-Jones,"90829 jill Plain East Stacy, PA 48537",902-99-4991,10%,"452,71","45,27","497,98",batch_1/invoice_191.pdf0.jpg
75050384,03/04/2012,"Decker, Miller and Hall","209 Alexis Falls Lewisfort, MO 26335",930-99-0222,GB23YBLD73900334583339,"Richards, Cole and Young",USCGC Webb FPO AE 44644,964-88-6010,10%,"23042,20","2304,22","25346,42",batch_1/invoice_78.pdf0.jpg
87433420,04/26/2015,"James, Becker and Walters","214 Cole Groves Apt. 882 Lake Nancy, MN 06125",904-91-3589,GB61ISRR62084785140637,Rios PLC,"1664 Oneill Circle East Catherinestad, MS 70264",992-81-4882,10%,"635,37","63,54","698,91",batch_1/invoice_159_color_B_240.pdf0.jpg
86575728,11/24/2014,Johnson-Young,"595 Juan Port Suite 703 North Ronald, WV 37343",937-77-5283,GB72KIWX90447597052446,"Garcia, Meyer and Cook","6970 Taylor Mount Martinton, SD 55429",907-73-8031,10%,"906,70","90,67","997,37",batch_1/invoice_738.pdf0.jpg
83505253,05/19/2014,"Cooper, Cox and Hernandez","35347 Jessica Cove West Nataliechester, AZ 29166",902-78-9913,GB80FVCF10153644817696,Reeves LLC,"10433 Thomas Meadow Apt. 869 South Brittanyview, AR 85831",935-80-2622,10%,"373,80","37,38","411,18",batch_1/invoice_411_color_B_242.pdf0.jpg
71748307,12/24/2011,"Velasquez, Ward and Ballard","87336 Payne Way Suite 716 Parkerton, FL 76330",950-74-4484,GB48EAPQ46997886926034,Lewis Group,"537 Wilson Parkways North Mary, AL 69775",996-86-8087,10%,"1433,55","143,35","1576,90",batch_1/invoice_79.pdf0.jpg
76628307,05/05/2019,Smith-Torres,"911 Mckenzie Ports Apt. 946 Jeffborough, AK 82486",927-81-6187,GB23TSVS63621685904101,"Medina, Moss and Martin","88048 Tonya Streets Apt. 993 Pattersonhaven, MI 03007",915-85-0288,10%,"3084,91","308,49","3393,40",batch_1/invoice_739.pdf0.jpg
36854240,02/12/2016,Jackson PLC,"611 Julie Mall Crossberg, TN 57367",917-75-1041,GB97RFMT08440774445575,Martinez Inc,"37564 Victoria Inlet Daniellemouth, CT 79414",992-96-4567,10%,"360,00","36,00","396,00",batch_1/invoice_58_color_B_253.pdf0.jpg
23436462,03/06/2012,"Franklin, Wilson and Moore","16386 Connie Village West Vanessa, FL 19084",944-70-6463,GB71RHSP90814980139214,"Rivera, Cruz and Lane","2837 Farley Key Apt. 148 Luisfurt, NV 02906",900-77-7897,10%,"35345,21","3534,52","38879,73",batch_1/invoice_12_color_B_243.pdf0.jpg
37451664,06/11/2020,Scott-Howard,"45558 Davis Mountains East Zacharyville, |A 99376",997-75-1112,GB31KIAV64209378666800,"Williams, Schneider and Gomez","588 Morales Rapids East Katherineton, MT 53545",916-94-8739,10%,"139,93","13,99","153,92",batch_1/invoice_854.pdf0.jpg
37306845,04/29/2015,Scott-Young,USNV Martin FPO AE 82646,942-80-1005,GB28EWHK11859621089321,Edwards Ltd,"09820 Rebecca Springs New Evelyn, FL 77999",902-77-3474,10%,"9230,69","923,07","10153,76",batch_1/invoice_85_color_B_254.pdf0.jpg
32135544,08/16/2014,Reed and Sons,Unit 5010 Box 0461 DPO AA 27717,912-95-0493,GB21VGUQ93040788957754,Lucas-Barnett,USNS Scott FPO AA 73490,997-85-1616,10%,"626,54","62,65","689,19",batch_1/invoice_855.pdf0.jpg
48440593,06/27/2014,Patton-Barrett,"660 Elliott Spring Apt. 847 Jacksonview, SC 69946",914-97-8943,GB40VGCJ90786614549219,Warren Group,"60159 Betty Place Apt. 254 Port Willieville, VA 62901",943-78-2854,10%,"3291,67","329,17","3620,84",batch_1/invoice_9_color_B_245.pdf0.jpg
43066287,12/03/2011,Lewis-Meyer,"49838 Hall Knolls Suite 601 Port Kevintown, OR 92546",960-86-6054,GB80ACCM39187551419549,"Williams, Rowland and Lee","937 Smith Knoll North Sarahville, TN 07070",937-78-2740,10%,"316,53","31,65","348,18",batch_1/invoice_48_color_B_247.pdf0.jpg
99314100,06/25/2014,"Michael, Farrell and Lee","95360 Washington Inlet Port Sandraview, CT 01507",993-76-1179,GB20WFQR49970703277369,"Collins, Barrett and Schroeder","2314 Beard Via Kellybury, GA 19687",908-81-7850,10%,"5975,75","597,58","6573,33",batch_1/invoice_456.pdf0.jpg
83842319,05/12/2014,"Robinson, Nielsen and Newman","04791 Tucker Prairie Katherineburgh, NV 27754",925-75-4308,GB41DKBP31143389975386,Mcdonald Inc,"075 Omar Stream West Chadchester, VT 67751",928-74-8680,10%,"54,95","5,50","60,45",batch_1/invoice_630.pdf0.jpg
58715920,01/05/2015,Adams-Kelly,"6437 Jeff Junctions Suite 405 Thompsonside, HI 18600",926-85-9144,GB76NLAL90225033364269,Moore Inc,"688 Weeks Manors Lake Jasonland, WV 37430",909-96-2678,10%,"17445,25","1744,53","19189,78",batch_1/invoice_631.pdf0.jpg
13407985,11/22/2013,"Nicholson, Miller and Webster",USS Lee FPO AE 74393,962-88-9077,GB23TMKM50357047352524,Mccormick and Sons,"22688 Ortiz Plaza Meganfort, WA 91964",997-95-5690,10%,"4963,41","496,34","5459,75",batch_1/invoice_457.pdf0.jpg
98919360,04/24/2021,"Gonzales, Rodgers and Sanchez","59415 Jones Throughway Apt. 965 Lake Gregory, UT 69346",998-81-0789,GB75ACGT33670354257091,"Wright, Yang and Riddle","48842 Edwards Field Apt. 033 Derekchester, IA 21429",919-98-1745,10%,"175,00","17,50","192,50",batch_1/invoice_364.pdf0.jpg
42485588,03/15/2012,Zuniga and Sons,"455 Jones Trace Suite 479 Port Sarah, NM 29233",923-88-8185,GB47NOKI45420514797164,Knight-Brown,"316 Garrett Valleys Lake John, LA 21710",970-99-7937,10%,"194,92","19,49","214,41",batch_1/invoice_102.pdf0.jpg
